EE Provider ID	EE UID	Client Unique ID	Client ID	Entry Exit Group Id	Entry Exit Household Id		Entry Date	Housing Move-in Date(5584)	Exit Date	Destination	Reason for Leaving	Entry Exit Type	Entry Exit Date Added	Entry Exit Date Updated
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	885805	ljfm03151974l523j162	124639				5/1/2017		7/25/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	5/4/2017	7/26/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	885810	thff01251977t560h100	397720				5/3/2017		6/8/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	5/4/2017	6/9/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	885811	dtom12301973d500t512	195489				5/2/2017		5/15/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	5/4/2017	5/16/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	885812	lprm10171974l600p636	454320				5/2/2017		5/8/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	5/4/2017	5/9/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	886084	tklf11251966t500k430	429149				5/4/2017		5/11/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	5/5/2017	5/15/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	886544	dcrm04191967d130c640	478053				5/7/2017		5/15/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	5/8/2017	5/16/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	886545	sbom03091971s540b650	157125				5/3/2017		5/10/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	5/8/2017	5/11/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	886546	jwlf07081996j400w426	454491				5/4/2017		5/15/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	5/8/2017	5/16/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	886547	kknf04041966k516k520	452581				5/5/2017		5/15/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	5/8/2017	5/16/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	886550	esef11081952e450s650	2054				5/6/2017		6/1/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	5/8/2017	6/2/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	886551	eknf01291957e421k520	397658				5/7/2017		6/13/2017	Rental by client, no ongoing housing subsidy (HUD)	Completed program	HUD	5/8/2017	6/14/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	886727	bmmm10071968b650m516	422786				2/28/2017		5/7/2017	Rental by client, no ongoing housing subsidy (HUD)	Completed program	HUD	5/8/2017	5/8/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	886918	tcum12031962t530c651	450720				5/8/2017		8/3/2017	Rental by client, no ongoing housing subsidy (HUD)	Completed program	HUD	5/9/2017	9/5/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	886919	jcim01151950j520c500	451680				5/8/2017		7/26/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	5/9/2017	7/27/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	886920	afsm11031968a535f240	186593				5/4/2017		6/2/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	5/9/2017	6/5/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	886921	ljfm07151959l563j162	124817				5/8/2017		5/30/2017	Hospital or other residential non-psychiatric medical facility (HUD)	Other	HUD	5/9/2017	6/2/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	887165	wbom06061965w420b650	447383				5/9/2017		12/11/2017	Place not meant for habitation (HUD)	Non-compliance with program	HUD	5/10/2017	5/29/2018
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	887166	wdsm02061982w450d220	417656				5/9/2017		10/20/2017	Rental by client, no ongoing housing subsidy (HUD)	Completed program	HUD	5/10/2017	10/20/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	887167	cwtm12291964c462w362	224220				5/9/2017		5/14/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	5/10/2017	5/15/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	887168	jadm06011969j210a536	133728				5/4/2017		6/2/2017	Rental by client, no ongoing housing subsidy (HUD)	Left for housing opp. before completing program	HUD	5/10/2017	6/5/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	887169	dglf04191959d160g430	427360				5/8/2017	7/31/2017	7/31/2017	Rental by client, with other ongoing housing subsidy (HUD)	Completed program	HUD	5/10/2017	8/2/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	887170	jglm06161965j200g430	427284				5/8/2017	7/31/2017	7/31/2017	Rental by client, with other ongoing housing subsidy (HUD)	Completed program	HUD	5/10/2017	8/2/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	887450	llwm07021972l563l200	454737				5/9/2017		6/23/2017	Psychiatric hospital or other psychiatric facility (HUD)	Criminal activity / violence	HUD	5/11/2017	6/26/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	887454	rsmm11081967r350s552	353754				5/10/2017		7/4/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	5/11/2017	7/7/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	887455	jhum07111973j520h235	171770				5/7/2017		6/8/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	5/11/2017	6/9/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	887456	lrif10241965l200r500	454736				5/9/2017		12/27/2017	No exit interview completed (HUD)	Unknown/Disappeared	HUD	5/11/2017	12/27/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	887752	jbrm02041986j535b654	443138				5/11/2017		6/16/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	5/12/2017	6/19/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	887753	kbrf02171967k516b632	426301				5/11/2017		6/8/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	5/12/2017	6/9/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	888114	rwmm01261969r350w514	294203				5/12/2017		5/25/2017	Hospital or other residential non-psychiatric medical facility (HUD)	Other	HUD	5/15/2017	5/30/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	888419	vbof02271966v236b620	157427				5/15/2017		6/25/2017	Rental by client, no ongoing housing subsidy (HUD)	Left for housing opp. before completing program	HUD	5/16/2017	6/26/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	888420	cltf02151990c240l340	347855				5/15/2017		5/30/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	5/16/2017	6/2/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	888422	ebsm04011963e652b235	185850				5/15/2017		5/16/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	5/16/2017	5/17/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	888423	pmsm01051952p300m220	201545				5/15/2017		5/30/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	5/16/2017	6/2/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	888424	jvzm08291980j250v220	455002				5/15/2017		5/19/2017	Substance abuse treatment facility or detox center (HUD)	Other	HUD	5/16/2017	5/30/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	888429	ecrm03061967e300c642	281041				5/15/2017		5/30/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	5/16/2017	6/2/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	888431	sbom03091971s540b650	157125				5/15/2017		6/25/2017	Staying or living with family, permanent tenure (HUD)	Left for housing opp. before completing program	HUD	5/16/2017	6/26/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	888456	zgim06111993z260g520	394826				8/15/2015		2/24/2016	Rental by client, no ongoing housing subsidy (HUD)	Completed program	HUD	5/16/2017	5/16/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	888734	smcm01151985s315m246	455112				5/16/2017		5/22/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	5/17/2017	5/30/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	888735	bfam09031985b653f626	270571				5/16/2017		8/9/2017	Staying or living with family, permanent tenure (HUD)	Completed program	HUD	5/17/2017	8/21/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	888737	vbom09131967v525b650	452931				5/16/2017		12/20/2017	Transitional housing for homeless persons (including homeless youth) (HUD)	Completed program	HUD	5/17/2017	12/27/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	888738	sdsf12171969s630d200	451491				5/16/2017		6/13/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	5/17/2017	6/15/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	888739	pfsf04261958p624f236	110903				5/16/2017		11/7/2017	Staying or living with friends, temporary tenure (HUD)	Criminal activity / violence	HUD	5/17/2017	11/8/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	888899	phrm04041959p410h653	171340				5/15/2017		6/5/2017	Place not meant for habitation (HUD)	Criminal activity / violence	HUD	5/17/2017	5/23/2018
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	888963	kakm01081960k300a325	441891				3/17/2017	11/19/2017	11/19/2017	Rental by client, with RRH or equivalent subsidy (HUD)	Completed program	HUD	5/17/2017	11/21/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	889065	drem11141976d600r300	455181				5/17/2017		5/21/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	5/18/2017	6/2/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	889066	crcf03041966c640r263	447760				5/15/2017		5/30/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	5/18/2017	6/2/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	889176	ffsf05251972f420f240	189803				5/4/2017		6/30/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	5/18/2017	7/3/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	889178	jwlf06051977j400w452	409781				5/1/2017		9/12/2017	No exit interview completed (HUD)	Unknown/Disappeared	HUD	5/18/2017	9/12/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	889180	gwgm11041979g655w252	452667				5/10/2017		6/16/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	5/18/2017	6/19/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	889263	dabf08091951d500a140	455254				5/18/2017		10/6/2017	Rental by client, no ongoing housing subsidy (HUD)	Completed program	HUD	5/19/2017	10/11/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	890377	jknm01011979j500k520	436016				9/1/2016		9/25/2016	Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)	Left for housing opp. before completing program	HUD	5/24/2017	5/22/2019
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	890378	tpim08141972t530p620	222747				8/24/2016		9/13/2016	Permanent housing (other than RRH) for formerly homeless persons (HUD)	Left for housing opp. before completing program	HUD	5/24/2017	5/24/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	891236	aeem02061965a452e400	143273				5/19/2017		9/24/2017	No exit interview completed (HUD)	Unknown/Disappeared	HUD	5/30/2017	9/27/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	891237	whlm06121960w450h463	168637				6/15/2017		10/21/2017	Place not meant for habitation (HUD)	Non-compliance with program	HUD	5/30/2017	10/26/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	891238	manm06081956m615a150	455775				5/22/2017		5/23/2017	Staying or living with family, permanent tenure (HUD)	Left for housing opp. before completing program	HUD	5/30/2017	11/6/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	891239	jcxm12061994j520c200	454481				5/22/2017		5/30/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	5/30/2017	6/2/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	891240	abam01071952a535b440	214111				5/23/2017		7/4/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	5/30/2017	7/7/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	891241	hhlm11201963h600h420	455776				5/23/2017		5/26/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	5/30/2017	5/30/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	891243	cbom12141967c632b650	338653				5/23/2017		6/13/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	5/30/2017	6/15/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	891244	ewlm12081995e650w435	455774				5/22/2017		8/1/2017	Staying or living with friends, temporary tenure (HUD)	Other	HUD	5/30/2017	8/2/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	891245	ctam07081981c623t620	430970				5/23/2017		6/8/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	5/30/2017	6/9/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	891246	hshm01031949h616s160	368693				5/25/2017		8/2/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	5/30/2017	8/3/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	891251	tcmm12141964t520c516	450718				5/29/2017		7/12/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	5/30/2017	7/13/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	891640	mtlm08311949m622t460	322898				5/30/2017		6/5/2017	Staying or living with friends, temporary tenure (HUD)	Other	HUD	5/31/2017	6/6/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	891641	jmrm02151960j520m610	376327				5/30/2017		6/19/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	5/31/2017	6/20/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	891642	mpam12041982m420p625	455876				5/30/2017		6/9/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	5/31/2017	6/12/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	891643	hhlm11201963h600h420	455776				6/20/2017		10/3/2017	No exit interview completed (HUD)	Unknown/Disappeared	HUD	5/31/2017	10/3/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	891644	dsef06021957d645s315	169008				5/30/2017		6/2/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	5/31/2017	6/5/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	892253	iwim05191965i254w623	208057				6/1/2017		6/5/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	6/2/2017	6/6/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	892751	lbim02051956l560b623	453208				6/2/2017		6/8/2017	Staying or living with family, permanent tenure (HUD)	Left for housing opp. before completing program	HUD	6/5/2017	6/9/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	892752	afsm11031968a535f240	186593				6/3/2017		6/3/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	6/5/2017	7/3/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	892753	cltf02151990c240l340	347855				6/2/2017		6/14/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	6/5/2017	6/15/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	892754	dsef06021957d645s315	169008				6/4/2017		6/30/2017	Hospital or other residential non-psychiatric medical facility (HUD)	Other	HUD	6/5/2017	7/3/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	893118	esef11081952e450s650	2054				6/5/2017		10/31/2017	No exit interview completed (HUD)	Unknown/Disappeared	HUD	6/6/2017	11/8/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	893418	cwtm12291964c462w362	224220				6/6/2017		6/8/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	6/7/2017	6/9/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	893704	rknm11131982r500k520	194903				6/5/2017		6/9/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	6/8/2017	6/12/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	893944	lgof11261964l530g350	456554				6/2/2017		7/17/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	6/9/2017	7/18/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	894310	kemm01111956k620e355	160758				6/9/2017		6/19/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	6/12/2017	6/20/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	894311	jmcm03081967j520m266	444293				6/9/2017		7/20/2017	Data not collected (HUD)	Other	HUD	6/12/2017	7/21/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	894312	arom03071965a654r200	456628				6/9/2017		7/17/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	6/12/2017	7/18/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	894313	rmgm02241965r000m241	109426				6/15/2017		9/1/2017	Rental by client, no ongoing housing subsidy (HUD)	Left for housing opp. before completing program	HUD	6/12/2017	9/7/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	894596	ctam07081981c623t620	430970				6/12/2017		7/8/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	6/13/2017	7/10/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	894597	amlm07151981a535m243	364437				6/12/2017		6/16/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	6/13/2017	6/19/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	895255	asom03261979a650s300	288078				6/13/2017		7/5/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	6/15/2017	7/7/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	895257	rjcm09091961r410j250	452930				6/13/2017		9/28/2017	No exit interview completed (HUD)	Unknown/Disappeared	HUD	6/15/2017	9/28/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	895259	rknm11131982r500k520	194903				6/13/2017		10/21/2017	No exit interview completed (HUD)	Non-compliance with program	HUD	6/15/2017	11/1/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	895260	jhgm08151971j600h200	450721				6/9/2017		6/30/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	6/15/2017	7/3/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	895261	dasm01171971d500a423	128052				6/20/2017		9/8/2017	Staying or living with friends, permanent tenure (HUD)	Completed program	HUD	6/15/2017	9/12/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	895854	bknm11131982b650k520	204335				6/16/2017		7/18/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	6/19/2017	7/19/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	896143	gsam05051970g626s335	186698				6/20/2017		7/15/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	6/20/2017	7/24/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	896144	dhrm04201968d500h630	183537				6/19/2017		6/28/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	6/20/2017	6/30/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	896145	mtlm08311949m622t460	322898				9/27/2017		10/16/2017	Rental by client, no ongoing housing subsidy (HUD)	Completed program	HUD	6/20/2017	10/25/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	896146	iwim05191965i254w623	208057				6/19/2017		6/21/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	6/20/2017	6/22/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	896492	dmof01081989d600m600	217775				6/13/2017		7/2/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	6/21/2017	7/3/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	896493	satf06291939s400a535	457200				6/14/2017		6/23/2017	Hospital or other residential non-psychiatric medical facility (HUD)	Other	HUD	6/21/2017	6/26/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	896497	jrgm03251981j520r262	435077				6/11/2017		6/24/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	6/21/2017	6/26/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	896498	meam08201966m620e152	449322				6/10/2017		7/4/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	6/21/2017	7/7/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	896767	kemm01111956k620e355	160758				6/21/2017		6/26/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	6/22/2017	6/27/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	896768	hhyf08161974h360h200	457295				6/19/2017		6/30/2017	Rental by client, no ongoing housing subsidy (HUD)	Left for housing opp. before completing program	HUD	6/22/2017	7/5/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	897052	cwom09041983c623w350	457390				6/22/2017		6/30/2017	Staying or living with family, permanent tenure (HUD)	Left for housing opp. before completing program	HUD	6/23/2017	7/5/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	897053	ssim08081976s500s352	457391				6/19/2017		11/21/2017	No exit interview completed (HUD)	Unknown/Disappeared	HUD	6/23/2017	11/27/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	897055	ambm05101976a350m150	457072				6/19/2017		6/30/2017	Jail, prison or juvenile detention facility (HUD)	Other	HUD	6/23/2017	7/3/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	897056	vtyf07011960v520t460	200622				6/19/2017		10/3/2017	Staying or living with friends, permanent tenure (HUD)	Completed program	HUD	6/23/2017	10/3/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	897152	dhrf04291960d630h655	457430				6/19/2017		6/30/2017	Staying or living with family, permanent tenure (HUD)	Left for housing opp. before completing program	HUD	6/23/2017	7/5/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	897386	dram09231958d230r120	82223				6/24/2017		6/27/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	6/26/2017	6/28/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	897388	tknm05221980t530k530	196391				6/24/2017		6/26/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	6/26/2017	6/27/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	897389	smcm01151985s315m246	455112				6/25/2017		7/26/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	6/26/2017	7/27/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	897637	hbim11061956h560b400	399892				6/26/2017		7/17/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	6/27/2017	7/18/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	897639	mjrm01261964m240j652	190363				6/26/2017		12/14/2017	Rental by client, with RRH or equivalent subsidy (HUD)	Completed program	HUD	6/27/2017	12/18/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	897642	kjrf10111974k516j652	421698				6/26/2017	12/15/2017	12/15/2017	Rental by client, with RRH or equivalent subsidy (HUD)	Completed program	HUD	6/27/2017	12/18/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	897792	bsim12191968b525s530	457559				6/26/2017		6/27/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	6/27/2017	6/28/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	897798	mmrf07201962m420m620	178324				6/19/2017		6/30/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	6/27/2017	7/3/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	897889	bahm08191970b400a260	167933				6/27/2017		7/4/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	6/28/2017	7/7/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	897890	aklm12101960a261k432	457620				6/27/2017		6/28/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	6/28/2017	6/30/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	898268	thrf05231991t120h620	224194				5/22/2017		6/30/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	6/29/2017	7/3/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	898283	wmrm09221956w450m610	208782				6/28/2017		9/3/2017	Rental by client, with other ongoing housing subsidy (HUD)	Left for housing opp. before completing program	HUD	6/29/2017	9/7/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	898758	ambm09111955a535m150	10107				7/1/2017		7/24/2017	Long-term care facility or nursing home (HUD)	Completed program	HUD	7/3/2017	8/2/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	898759	jhgm08151971j600h200	450721				7/1/2017		8/10/2017	Place not meant for habitation (HUD)	Non-compliance with program	HUD	7/3/2017	8/10/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	898761	hrym10231959h600r236	382672				7/2/2017		7/31/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	7/3/2017	8/1/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	898765	satf06291939s400a535	457200				6/30/2017		7/26/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	7/3/2017	7/26/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	898766	mmrf07201962m420m620	178324				7/1/2017		7/10/2017	Staying or living with family, permanent tenure (HUD)	Left for housing opp. before completing program	HUD	7/3/2017	7/24/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	898767	elnf11111959e630l523	216784				6/28/2017		7/7/2017	Staying or living with family, temporary tenure (HUD)	Other	HUD	7/3/2017	7/10/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	898768	snwf07311981s645n165	311126				7/2/2017		8/16/2017	Rental by client, no ongoing housing subsidy (HUD)	Completed program	HUD	7/3/2017	8/16/2017
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	898769	ffsf05251972f420f240	189803				7/2/2017		8/31/2017	Rental by client, no ongoing housing subsidy (HUD)	Completed program	HUD	7/3/2017	9/5/2017
