EE Provider ID	EE UID	Client Unique ID	Client ID	Entry Exit Group Id	Entry Exit Household Id		Entry Date	Housing Move-in Date(5584)	Exit Date	Destination	Reason for Leaving	Entry Exit Type	Entry Exit Date Added	Entry Exit Date Updated
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	738633	hlvf10281981h360l120	421417				1/29/2016		2/5/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/2/2016	2/8/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	739168	rhwm10071959r254h400	421521				2/2/2016		6/6/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/3/2016	6/7/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	739169	dasm04161982d130a423	401403				2/2/2016		2/9/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/3/2016	2/10/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	739170	mjnm05231990m622j520	257407				2/2/2016		5/21/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/3/2016	5/23/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	739171	bcsm04081988b653c200	373730				2/1/2016		3/8/2016	Rental by client, with VASH housing subsidy (HUD)	Left for housing opp. before completing program	HUD	2/3/2016	3/22/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	739172	asem03091965a415s152	274376				2/2/2016		2/4/2016	Staying or living with family, permanent tenure (HUD)	Left for housing opp. before completing program	HUD	2/3/2016	2/10/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	739173	pdnf07061957p520d523	300220				2/1/2016		4/11/2016	Rental by client, no ongoing housing subsidy (HUD)	Completed program	HUD	2/3/2016	4/20/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	739174	trcf07311967t220r263	363433				2/2/2016		3/2/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/3/2016	3/3/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	739649	ldnm05281975l365d542	416394				2/3/2016		2/9/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/4/2016	2/10/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	739650	jpam01161989j500p625	172060				2/2/2016		2/5/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/4/2016	2/8/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	739652	jprm10231967j535p626	163753				2/3/2016		2/5/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/4/2016	2/8/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	740145	kfnm12041986k650f536	271159				2/4/2016		2/8/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/5/2016	2/9/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	741109	jeem10051960j500e163	158981				2/5/2016		2/18/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/8/2016	2/22/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	741110	ddam04221992d130d616	403050				2/5/2016		4/1/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/8/2016	4/4/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	741111	ltom04191952l200t520	421813				2/5/2016		3/26/2016	Rental by client, no ongoing housing subsidy (HUD)	Left for housing opp. before completing program	HUD	2/8/2016	4/5/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	741112	jgem09271977j500g656	183057				2/8/2016		2/9/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/8/2016	2/10/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	741113	jprm10231967j535p626	163753				2/6/2016		2/8/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/8/2016	2/9/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	741114	rbam08311967r163b634	411652				2/5/2016		2/11/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/8/2016	2/12/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	741115	pglf11111968p430g456	344697				2/6/2016		2/16/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/8/2016	2/17/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	741119	doef12191962d160o520	419527				2/5/2016		2/11/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/8/2016	2/12/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	741706	mmnm05021967m600m532	179965				2/8/2016		3/5/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/9/2016	3/7/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	741708	hhcm01251967h610h230	288272				2/8/2016		3/21/2016	Hospital or other residential non-psychiatric medical facility (HUD)	Other	HUD	2/9/2016	3/22/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	741709	jlim08141974j500l235	390892				2/8/2016		2/10/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/9/2016	2/11/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	741711	cmom10161972c620m600	333763				2/8/2016		2/12/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/9/2016	2/15/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	741712	kmnm09121967k530m560	76511				2/8/2016		2/23/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/9/2016	2/24/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	741713	twam07261969t630w400	421940				2/8/2016		2/18/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/9/2016	2/22/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	741715	mdvm01221955m240d120	421939				2/8/2016		2/19/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/9/2016	2/22/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	741716	bsem08171983b650s363	421938				2/8/2016		2/10/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/9/2016	2/11/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	741720	jcef07181977j530c200	206445				2/8/2016		2/12/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/9/2016	2/15/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	741723	djhm10151956d242j525	397646				2/8/2016		5/5/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/9/2016	5/6/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	742363	na-m03121966n500a453	141942				2/8/2016		2/16/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/10/2016	2/17/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	742405	jcom02101965j210c160	422042				2/8/2016		2/21/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/10/2016	2/22/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	742846	ramm06201990r254a652	177283				2/10/2016		2/22/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/11/2016	2/23/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	742847	wgem04021992w450g626	292185				2/10/2016		3/11/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/11/2016	3/14/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	742881	lwlm10211974l600w452	231530				2/10/2016		2/24/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/11/2016	3/1/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	742981	ljfm03151974l523j162	124639				11/23/2015		3/1/2016	Data not collected (HUD)	Completed program	HUD	2/11/2016	3/4/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	743428	rgam07161972r543g620	422213				2/11/2016		2/12/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/12/2016	2/15/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	743429	dsmm05311983d250s552	194795				2/11/2016		2/18/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/12/2016	2/22/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	743431	rdrm01141958r263d610	142304				2/10/2016		2/22/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/12/2016	2/23/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	743432	mlwm08071974m632l200	419124				2/11/2016		2/15/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/12/2016	2/16/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	743438	wdsm02061982w450d220	417656				2/11/2016		2/15/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/12/2016	2/16/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	743440	bsem08171983b650s363	421938				2/11/2016		3/26/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/12/2016	4/4/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	743441	kbnf01301990k623b530	422212				2/11/2016		2/19/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/12/2016	2/22/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	744624	jsim05241966j500s162	416696				2/12/2016		2/27/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/15/2016	2/29/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	744625	bcrm01221996b650c652	289580				2/12/2016		2/15/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/15/2016	2/16/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	744626	dmcm05051983d540m260	169422				2/13/2016		2/15/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/15/2016	2/16/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	744628	djhm07091987d130j525	422311				2/13/2016		2/15/2016	Substance abuse treatment facility or detox center (HUD)	Needs could not be met	HUD	2/15/2016	2/16/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	744629	ajcm12271989a535j250	184737				2/13/2016		2/18/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/15/2016	2/22/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	744630	trsm02211991t250r200	257677				2/13/2016		2/18/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/15/2016	2/22/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	744631	hmlm02201974h236m452	468555				2/13/2016		2/15/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/15/2016	2/16/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	744632	raum03061980r560a246	422312				2/14/2016		2/19/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/15/2016	2/22/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	744633	dgtm12051964d130g360	185048				2/14/2016		2/18/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/15/2016	2/22/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	744634	hmrm05241966h654m642	160297				2/14/2016		2/17/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/15/2016	2/18/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	744635	jdam06181979j500d200	287048				2/14/2016		2/16/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/15/2016	2/17/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	744636	jcef07181977j530c200	206445				2/13/2016		2/15/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/15/2016	2/16/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	744637	khrf03081992k600h620	358124				2/12/2016		2/23/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/15/2016	2/24/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	745104	acnm10121971a536c540	312758				2/15/2016		3/5/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/16/2016	3/7/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	745105	foom09141960f652o252	400414				2/15/2016		2/16/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/16/2016	2/17/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	745106	jsam04131979j540s241	411485				2/14/2016		3/15/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/16/2016	3/18/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	745107	jprm10231967j535p626	163753				2/15/2016		2/19/2016	Staying or living with friends, temporary tenure (HUD)	Needs could not be met	HUD	2/16/2016	2/22/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	745108	rbrm06291979r100b616	371777				2/15/2016		2/16/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/16/2016	2/17/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	745109	tgrf08191977t200g640	422375				2/15/2016		2/17/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/16/2016	2/18/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	745117	cmom10161972c620m600	333763				2/15/2016		2/16/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/16/2016	2/17/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	745534	aslm02221970a415s462	324453				2/16/2016		3/3/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/17/2016	3/4/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	745535	rmtm06281949r240m320	419523				2/15/2016		3/28/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/17/2016	4/4/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	745536	jmlm11191974j210m450	377166				2/16/2016		2/20/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/17/2016	2/22/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	746155	epim04231994e620p652	418362				2/17/2016		3/25/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/18/2016	4/4/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	746156	dmcm05051983d540m260	169422				2/17/2016		3/1/2016	Client doesn't know (HUD)	Completed program	HUD	2/18/2016	3/4/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	746157	bcrm01221996b650c652	289580				2/17/2016		2/19/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/18/2016	2/22/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	746158	foom09141960f652o252	400414				2/17/2016		2/24/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/18/2016	2/25/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	746159	srzf08141990s530r260	422602				2/16/2016		2/23/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/18/2016	2/24/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	746160	pglf11111968p430g456	344697				2/17/2016		2/19/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/18/2016	2/22/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	747600	bmmm10071968b650m516	422786				2/18/2016		2/22/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/22/2016	2/23/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	747601	csrm03141978c362s640	421788				2/18/2016		2/24/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/22/2016	2/25/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	747602	swsm10111966s500w252	402826				2/18/2016		2/23/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/22/2016	2/24/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	747603	smlm03301954s540m415	296887				2/19/2016		7/2/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/22/2016	7/5/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	747604	mtom08071972m240t650	211088				2/19/2016		2/29/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/22/2016	3/1/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	747605	mmom12091957m635m400	299695				2/18/2016		3/8/2016	Hospital or other residential non-psychiatric medical facility (HUD)	Other	HUD	2/22/2016	3/9/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	747606	wcam12141957w360c462	175495				2/19/2016		3/1/2016	Staying or living with friends, temporary tenure (HUD)	Completed program	HUD	2/22/2016	3/4/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	747607	dwtm04161968d236w325	422785				2/19/2016		2/25/2016	Hospital or other residential non-psychiatric medical facility (HUD)	Other	HUD	2/22/2016	2/26/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	747608	dgtm12051964d130g360	185048				2/19/2016		2/25/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/22/2016	2/26/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	747609	jprm06231997j535p626	421416				2/19/2016		4/22/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/22/2016	4/26/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	747610	kjhm08051939k530j525	419911				2/19/2016		2/20/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/22/2016	2/22/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	747611	spim07091966s300p412	422315				2/21/2016		2/29/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/22/2016	3/1/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	747612	mdvm01221955m240d120	421939				2/21/2016		3/2/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/22/2016	3/3/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	747613	jmlm11191974j210m450	377166				2/21/2016		2/22/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/22/2016	2/23/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	747614	mlwm08071974m632l200	419124				2/17/2016		2/23/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/22/2016	2/24/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	747615	tgrf08191977t200g640	422375				2/17/2016		2/23/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/22/2016	2/24/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	747616	lrsf12151958l150r200	106155				2/19/2016		3/1/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/22/2016	3/1/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	747617	jmtf06081959j530m324	157088				2/21/2016		3/4/2016	Rental by client, no ongoing housing subsidy (HUD)	Completed program	HUD	2/22/2016	3/7/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	747618	thrf05231991t120h620	224194				2/21/2016		3/18/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/22/2016	3/21/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	748080	ehnm03231960e640h530	422902				2/22/2016		3/5/2016	Staying or living with family, permanent tenure (HUD)	Left for housing opp. before completing program	HUD	2/23/2016	3/7/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	748081	ljfm07151959l563j162	124817				2/22/2016		3/1/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/23/2016	3/2/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	748082	smrm06231974s500m610	320781				2/22/2016		2/24/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/23/2016	2/25/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	748083	fabm04061963f652a412	360883				2/22/2016		2/27/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/23/2016	2/29/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	748084	ream02291956r200e152	385539				2/22/2016		3/4/2016	Hospital or other residential non-psychiatric medical facility (HUD)	Other	HUD	2/23/2016	3/7/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	748085	mtym04021990m300t460	422901				2/22/2016		2/24/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/23/2016	2/25/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	748086	jeem10051960j500e163	158981				2/22/2016		3/2/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/23/2016	3/3/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	748087	jbtm12201957j520b300	70856				2/22/2016		2/26/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/23/2016	2/29/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	748088	jcom02101965j210c160	422042				2/22/2016		3/6/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/23/2016	3/7/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	748089	jcmm12031961j520c512	130920				2/22/2016		2/23/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/23/2016	2/24/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	748090	vbnm01071966v624b530	200794				2/22/2016		2/26/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/23/2016	2/29/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	748091	kwif10091964k623w200	167279				2/22/2016		3/14/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/23/2016	3/15/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	748092	shsf02241980s315h200	177865				2/22/2016		3/23/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/23/2016	3/24/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	748510	rdrm01141958r263d610	142304				2/24/2016		3/1/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/24/2016	3/2/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	748511	ramm06201990r254a652	177283				2/23/2016		2/29/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/24/2016	3/1/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	748512	jmlm11191974j210m450	377166				2/23/2016		2/24/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/24/2016	2/29/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	748513	jltm10031997j650l340	402257				2/23/2016		2/24/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/24/2016	2/29/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	748514	jbim12161966j520b400	418225				2/22/2016		4/8/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/24/2016	4/11/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	749068	kklm12151965k530k400	423089				2/24/2016		5/5/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/25/2016	5/6/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	749069	khrf03081992k600h620	358124				2/24/2016		3/1/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/25/2016	3/1/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	749070	lsaf07301963l200s500	413940				2/15/2016		2/25/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/25/2016	2/26/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	749223	ssim06201954s540s542	172434				2/11/2016		3/16/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/25/2016	3/18/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	749581	brtm11251961b620r341	344699				2/25/2016		2/26/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/26/2016	2/29/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	749582	foom09141960f652o252	400414				2/25/2016		2/27/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/26/2016	2/29/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	749584	dsmm05311983d250s552	194795				2/25/2016		2/26/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/26/2016	2/29/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	749593	pglf11111968p430g456	344697				2/25/2016		2/27/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/26/2016	2/29/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	749594	doef12191962d160o520	419527				2/25/2016		3/1/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/26/2016	3/2/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	750453	asim04241973a350s560	409236				2/26/2016		3/2/2016	Transitional housing for homeless persons (including homeless youth) (HUD)	Completed program	HUD	2/29/2016	3/4/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	750454	dgtm12051964d130g360	185048				2/26/2016		2/28/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/29/2016	2/29/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	750455	jrbm08201959j400r152	316734				2/26/2016		3/16/2016	Staying or living with friends, permanent tenure (HUD)	Left for housing opp. before completing program	HUD	2/29/2016	3/21/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	750456	rwlm03181964r254w452	402130				2/26/2016		3/18/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/29/2016	3/22/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	750457	pdbm08181959p400d155	179960				2/26/2016		3/3/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/29/2016	3/4/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	750458	lcam12161963l540c462	366028				2/26/2016		3/1/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/29/2016	3/2/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	750459	jdam06181979j500d200	287048				2/26/2016		2/29/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/29/2016	3/1/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	750460	dwtm04161968d236w325	422785				2/26/2016		2/28/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/29/2016	2/29/2016
