EE Provider ID	EE UID	CoC Code	Program Type Code	Provider County	Entry Exit Provider Area
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070135	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070136	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070147	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070239	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070240	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070250	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070259	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070264	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070265	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070267	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070276	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070284	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070378	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070380	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070381	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070394	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070471	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070473	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070510	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070511	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070512	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070513	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070615	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070621	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070637	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070843	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070855	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070857	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070916	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071006	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071017	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071033	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071036	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071045	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071194	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071195	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071200	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071205	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071364	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071401	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071467	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071468	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071826	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071829	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071921	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071922	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071923	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071924	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071925	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071926	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071987	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071988	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071989	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072065	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072067	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072068	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072142	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072161	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072394	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072395	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072396	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072432	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072513	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072525	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072533	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072593	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072605	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072608	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072633	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072648	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072694	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072719	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072722	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072724	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072771	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072787	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072789	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072793	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072858	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072893	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072934	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072939	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073006	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073016	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073178	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073189	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073218	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073234	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073259	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073262	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073267	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073273	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073326	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073370	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073378	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073390	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073391	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073468	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073470	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073492	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073504	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073507	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073604	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073626	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073634	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073654	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073662	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073663	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073769	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073775	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073864	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073866	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073895	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073907	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073908	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073917	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073963	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073984	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1074006	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1074024	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1074025	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1074026	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1074179	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1074217	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1074277	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1074280	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1074300	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1074322	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1074391	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1074405	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1074495	NC-502	Emergency Shelter (HUD)	Durham	Durham
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1074506	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	598786	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	598791	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	598792	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	602692	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	603777	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	603785	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	606994	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	607502	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	607503	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	607504	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	607510	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	608871	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	608889	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	610202	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	610203	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	611580	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	611585	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	611589	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	611590	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	612006	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	612008	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	612010	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	612379	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	612380	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	613699	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	613700	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	613704	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	613706	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	613707	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	613709	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	614086	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	614089	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	614090	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	614091	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	614092	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	614093	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	614094	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	614095	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	614613	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	614614	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	614617	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	615302	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	615304	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	615305	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	615306	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	615307	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	615308	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	616229	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	616230	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	616701	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	616702	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	616703	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	616705	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	616707	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	616709	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	616710	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	616711	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	616712	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	616713	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	616715	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	616716	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	616717	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	616718	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	617352	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	617455	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	617520	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	617942	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	617943	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	617944	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	617946	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	617947	NC-502	Emergency Shelter (HUD)	Durham	Durham
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	618508	NC-502	Emergency Shelter (HUD)	Durham	Durham
